,text,label,prediction
20,"Such antibodies are elicited by infection as well as vaccination, but the shared and divergent features of the serological responses produced in response to SARS-CoV-2 antigens in these different contexts are poorly understood.We find that BNT162b2 vaccination produces robust IgG responses to S protein, and RBD and NTD domains that are as high as those generated in the most severely ill COVID-19 patients and follow a similar time course.Side-effects following vaccination were not associated with the magnitude of the serological response.Unlike infection, which stimulates robust but short-lived IgM and IgA responses, vaccination shows a pronounced bias for IgG production.These responses were similar across the adult age range in our study but showed slightly lower levels in individuals over 60 years of age.Candidate explanations for the relative absence of IgM and IgA responses to the vaccine are the potent effect of the lipid components of the vaccine formulation in driving early and extensive IgG class-switching, potentially as a result of the reported Th1-polarized CD4+ T cell responses and vigorous germinal center formation stimulated by these vaccine components.Vaccinees in our study showed higher concentrations of IgG, and similar concentrations of IgA in comparison to patients with mild COVID-19 illness.In the UK-based SIREN (SARS-CoV-2 Immunity & Reinfection Evaluation) observational cohort of health care workers, estimates of SARS-CoV-2 reinfection rates compared to primary infection rates, indicated an approximately 83% reduced risk.The reported 95% efficacy of BNT162b2 in preventing primary infection compares favorably with this estimate and may indicate additional protection provided by the higher IgG levels produced by the vaccine.Compared to infection, the BNT162b2 vaccine also stimulates a less broad antibody response to endemic HCoVs, despite having anti-SARS-CoV-2 and anti-SARS-CoV IgG concentrations as high as those of the most severely ill COVID-19 patients.The four endemic coronaviruses, HCoV-OC43 and HCoV-HKU1 (Betacoronavirus), and HCoV-NL63 and HCoV-229E (Alphacoronavirus) are genetically and structurally dissimilar to SARS-CoV-2, but there are regions of conservation in the S antigen.Exposure to SARS-CoV-2 antigens via vaccination or infection could potentially stimulate pre-existing cross-reactive memory B cells previously generated during infections by endemic HCoVs or could generate new primary antibody responses containing cross-reactive antibodies that recognize HCoV antigens.Recent data indicate that titers of endemic HCoV-specific antibodies do not differ between SARS-CoV-2 uninfected individuals and those who become infected with SARS-CoV-2, arguing against a protective role of cross-reactive antibodies.We hypothesize that differences in the inflammatory environments during SARS-CoV-2 infection compared to vaccination, and potentially the anatomical sites where the viral antigens are encountered in infection versus vaccination, may favor the more narrow SARS-CoV-2 specific antibody responses seen during BNT162b2 vaccination.",0,1
21,"Recent data indicate that titers of endemic HCoV-specific antibodies do not differ between SARS-CoV-2 uninfected individuals and those who become infected with SARS-CoV-2, arguing against a protective role of cross-reactive antibodies.We hypothesize that differences in the inflammatory environments during SARS-CoV-2 infection compared to vaccination, and potentially the anatomical sites where the viral antigens are encountered in infection versus vaccination, may favor the more narrow SARS-CoV-2 specific antibody responses seen during BNT162b2 vaccination.Infection with SARS-CoV-2 also stimulates a broader repertoire of T cells specific for peptides from viral proteins beyond the S antigen, drawn from both memory responses to prior endemic HCoV infection and new responses to SARS-CoV-2, and therefore could provide more T cell help to a wider range of B cells in the response.The recent emergence of SARS-CoV-2 variants with altered S protein and RBD sequences associated with immune escape has raised concern about reduced vaccine-induced immune protection.Variant B.1.1.7, first detected in September 2020 in the UK, is reported to give a 20% reduction of antibody titers in serum samples from vaccinees, but the ChAdOx1 vaccine based on Wuhan-Hu-1-like S antigen showed similar efficacy for earlier circulating viruses and the B.1.1.7 variant.Variants P.1 and B.1.351, carrying the E484K and K417 amino acid changes in RBD, further decrease recognition of antibodies stimulated by Wuhan-Hu-1-like S sequences, as exemplified by the poor efficacy of the ChAdOx1 vaccine against B.1.351 in preventing mild-to-moderate disease.Here, we find that the plasmas of individuals who received prime/boost BNT162b2 vaccination, as well as COVID-19 patients, show a consistent pattern of progressively decreasing binding to the S and RBD antigens of B.1.1.7, P.1 and B.1.351, in that order.ACE2-blocking antibody activities were significantly reduced for the P.1 and B.1.351 variant in both vaccinees and COVID-19 patients collected early in the pandemic, before the spread of viral variants.These data indicate both that the proportions of polyclonal plasma antibodies targeting the epitopes affected by these viral variants are surprisingly consistent between different individuals and are comparable between infection and vaccination.The findings further suggest that susceptibility to infection by viral variants, particularly the B.1.351 and P.1 variants, is likely to be widely shared in vaccinated populations, particularly as antibody titers decrease over time.Because correlates of immunological protection are still under study, determining the extent of vulnerability to infection will require additional correlation with epidemiological surveillance for infection of vaccinated individuals over time.Taken together, these results underscore the potent and highly targeted serological responses stimulated by the BNT162b2 mRNA vaccine, and important differences between antibody responses produced from vaccination versus infection.",0,1
22,"The findings further suggest that susceptibility to infection by viral variants, particularly the B.1.351 and P.1 variants, is likely to be widely shared in vaccinated populations, particularly as antibody titers decrease over time.Because correlates of immunological protection are still under study, determining the extent of vulnerability to infection will require additional correlation with epidemiological surveillance for infection of vaccinated individuals over time.Taken together, these results underscore the potent and highly targeted serological responses stimulated by the BNT162b2 mRNA vaccine, and important differences between antibody responses produced from vaccination versus infection.As investigations continue into the potential role of infection-stimulated antibodies in the lingering symptoms experienced by individuals with ‘long COVID’ syndrome, it will be important to include further evaluation of the differences in vaccination and infection serological responses.Other key questions that will require answers in the months and years ahead include the duration of effective vaccine-stimulated serological responses, and the safety and efficacy of variant-targeting vaccine boosters in previously vaccinated or infected individuals.The effectiveness of the new mRNA vaccine technologies seems likely to bring advances in the responses to other viral pathogens.STAR MethodsRESOURCE AVAILABILITYLead ContactFurther information and requests for resources and reagents should be directed to the Lead Contact, Scott D. Boyd (sboyd1@stanford.edu).Data and Code AvailabilityAll data is available in the main text or the extended materials.Code will be provided to readers upon request.EXPERIMENTAL MODELS AND SUBJECT DETAILSSamples from BNT162b2 vaccineesAll participants in the study provided informed consent, under Stanford University Institutional Review Board approved protocol IRB-55689.To study immune responses after first and second dose vaccination with BNT162b2, we included 257 longitudinal samples from 55 vaccinees.Samples were collected on day 0 before or immediately after the first vaccination dose and individuals received their second dose on day 21.Time points in the manuscript are defined as day 7, 21, 28, and 42 and blood was drawn +/− one day from the assigned time point.Peripheral blood samples were collected in vacutainer cell preparation tubes (CPT) containing sodium citrate.After centrifugation for collection of plasma, samples were aliquoted and stored at −80°C.Demographic information for all vaccinees is provided in Table 1.Samples from COVID-19 patientsWe included 530 plasma samples collected between March 2020 and August 2020 from patients who reported to Stanford Healthcare-associated clinical sites with signs and symptoms of COVID-19.SARS-CoV-2 infection was confirmed for all patients by reverse-transcription quantitative polymerase chain reaction (RT-qPCR) of nasopharyngeal swabs as described.Data for SARS-CoV-2 serology measurements on these samples by ELISA have been reported previously.Blood samples were collected in sodium heparin-coated vacutainers.After centrifugation for collection of plasma, samples were aliquoted and stored at −80°C.",0,1
23,"Blood samples were collected in sodium heparin-coated vacutainers.After centrifugation for collection of plasma, samples were aliquoted and stored at −80°C.The use of these samples for serology testing was approved by the Stanford University Institutional Review Board (Protocols IRB-48973 and IRB-55689).Healthy human control (HHC) samples37 plasma samples from HHCs collected before the onset of the COVID-19 pandemic were used to determine baseline antibody binding to coronavirus antigens.METHOD DETAILSMSD ECL binding assaysPlasma samples from vaccinees and COVID-19 patients were heat-inactivated at 56°C for 30 minutes and tested with MSD ECL MULTI-SPOT 96-well plate serology panels and instrumentation according to the manufacturer’s instructions.V-PLEX Coronavirus Panel 2 kits were used to detect IgM, IgG, and IgA antibodies to SARS-CoV-2 N, S1 NTD, RBD, and S antigens and to S proteins of SARS-CoV and other HCoVs including HCoV-OC43, HCoV-HKU1, HCoV-NL63, and HCoV-229E.V-PLEX SARS-CoV-2 Panel 7 kits were used to detect IgG antibodies to different SARS-CoV-2 variant RBD and S proteins, including Wuhan-Hu-1, B.1.351, P.1, and B.1.1.7.Plasma samples were analyzed in duplicate at a 1:5’000 dilution, detected with anti-human IgM, IgG, or IgA antibodies conjugated to SULFO-TAG ECL labels and read with a MESO QuickPlex SQ 120 instrument.Each plate contained duplicates of a 7-point calibration curve with serial dilution of a reference standard, a blank well and three positive control samples.Calibration curves were used to calculate antibody unit concentrations (MSD AU/mL) by backfitting ECL signals measured for each sample to the curve.MSD ECL blocking assaysAntibodies blocking the binding of SARS-CoV-2 RBD to ACE2 were detected with MSD V-PLEX SARS-CoV-2 Panel 7 (ACE2) kits according to the manufacturer’s instructions.Heat-inactivated plasma samples from vaccinees and COVID-19 patients were analyzed in duplicate at a dilution of 1:100.Samples were incubated together with human ACE2 protein conjugated with a SULFO-TAG and read with a MESO QuickPlex SQ 120 instrument.Each plate contained duplicates of a 7-point calibration curve with serial dilution of a reference standard and a blank well.",0,0
24,"Samples were incubated together with human ACE2 protein conjugated with a SULFO-TAG and read with a MESO QuickPlex SQ 120 instrument.Each plate contained duplicates of a 7-point calibration curve with serial dilution of a reference standard and a blank well.Results are reported as percent inhibition calculated based on the equation ((1 – Average Sample ECL Signal / Average ECL signal of blank well) x 100).ELISA testing of COVID-19 patient samplesELISA testing of the 530 COVID-19 patient samples for the presence of antibodies to SARS-CoV-2 antigens was performed previously.To compare the performance of the MSD SARS-CoV-2 panel plates with our laboratory developed ELISAs we included results for anti-SARS-CoV-2 RBD, S1, and N IgM, IgG, and IgA ELISA testing in this study.Briefly, ELISA was performed after coating 96-well Corning Costar high binding plates (catalog no.9018, Thermo Fisher) SARS-CoV-2 RBD, S1, or N protein in phosphate-buffered saline (PBS) at a concentration of 0.1 μg per well (0.025 μg per well for the nucleocapsid IgG assay) overnight at 4°C.On the next day, plates were blocked, and wells were then incubated with plasma samples from COVID-19 patients at a dilution of 1:100.Bound antibodies were detected with horseradish peroxidase conjugated goat anti-human IgG (γ-chain specific, catalog no.62-8420, Thermo Fisher, 1:6,000 dilution), IgM (μ-chain specific, catalog no.A6907, Sigma, 1:6,000 dilution), or IgA (α-chain specific, catalog no.P0216, Agilent, 1:5,000 dilution).3,3′,5,5′-Tetramethylbenzidine (TMB) substrate solution was added and the reaction was stopped after 12 min by addition of 0.16 M sulfuric acid.The optical density (OD) at 450 nanometers was measured with an EMax Plus microplate reader (Molecular Devices, San Jose, CA).QUANTIFICATION AND STATISTICAL ANALYSISStatistical tests were performed in R using base packages for statistical analysis and the ggplot2 package was used for graphics.Box-whisker plots show median (horizontal line), interquartile range (box), and 1.5 times the interquartile range (whiskers).In all analyses where statistical significance was tested, significance was defined as: ***p-value < 0.001; **p-value < 0.01; *p-value ≤ 0.05.Supplementary MaterialDeclaration of InterestsS.D.B.",0,0
25,"Box-whisker plots show median (horizontal line), interquartile range (box), and 1.5 times the interquartile range (whiskers).In all analyses where statistical significance was tested, significance was defined as: ***p-value < 0.001; **p-value < 0.01; *p-value ≤ 0.05.Supplementary MaterialDeclaration of InterestsS.D.B.has consulted for Regeneron, Sanofi, and Novartis on topics unrelated to this study, and owns stock in AbCellera Biologics.K.C.N.reports grants from National Institute of Allergy and Infectious Diseases (NIAID), Food Allergy Research & Education (FARE), End Allergies Together (EAT); National Heart, Lung, and Blood Institute (NHLBI), and National Institute of Environmental Health Sciences (NIEHS).K.C.N.is Director of FARE and World Allergy Organization (WAO) Center of Excellence at Stanford; Advisor at Cour Pharmaceuticals; Cofounder of Before Brands, Alladapt, Latitude, and IgGenix; National Scientific Committee member for the Immune Tolerance Network (ITN) of NIAID; recipient of a Research Sponsorship from Nestle; Consultant and Advisory Board Member at Before Brands, Alladapt, IgGenix, NHLBI, and ProBio; and Data and Safety Monitoring Board member at NHLBI.ReferencesSeasonal human coronavirus antibodies are boosted upon SARS-CoV-2 infection but not associated with protectionEfficacy and Safety of the mRNA-1273 SARS-CoV-2 VaccineSARS-CoV-2 infection protects against rechallenge in rhesus macaquesDetection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCRBNT162b2 mRNA Covid-19 Vaccine in a Nationwide Mass Vaccination SettingEfficacy of ChAdOx1 nCoV-19 (AZD1222) vaccine against SARS-CoV-2 variant of concern 202012/01 (B.1.1.7): an exploratory analysis of a randomised controlled trialComprehensive mapping of mutations to the SARS-CoV-2 receptor-binding domain that affect recognition by polyclonal human serum antibodiesDo antibody positive healthcare workers have lower SARS-CoV-2 infection rates than antibody negative healthcare workers?",0,1
26,"K.C.N.is Director of FARE and World Allergy Organization (WAO) Center of Excellence at Stanford; Advisor at Cour Pharmaceuticals; Cofounder of Before Brands, Alladapt, Latitude, and IgGenix; National Scientific Committee member for the Immune Tolerance Network (ITN) of NIAID; recipient of a Research Sponsorship from Nestle; Consultant and Advisory Board Member at Before Brands, Alladapt, IgGenix, NHLBI, and ProBio; and Data and Safety Monitoring Board member at NHLBI.ReferencesSeasonal human coronavirus antibodies are boosted upon SARS-CoV-2 infection but not associated with protectionEfficacy and Safety of the mRNA-1273 SARS-CoV-2 VaccineSARS-CoV-2 infection protects against rechallenge in rhesus macaquesDetection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCRBNT162b2 mRNA Covid-19 Vaccine in a Nationwide Mass Vaccination SettingEfficacy of ChAdOx1 nCoV-19 (AZD1222) vaccine against SARS-CoV-2 variant of concern 202012/01 (B.1.1.7): an exploratory analysis of a randomised controlled trialComprehensive mapping of mutations to the SARS-CoV-2 receptor-binding domain that affect recognition by polyclonal human serum antibodiesDo antibody positive healthcare workers have lower SARS-CoV-2 infection rates than antibody negative healthcare workers?Large multi-centre prospective cohort study (the SIREN study), England: June to November 2020Comparison of the Panther Fusion and a laboratory-developed test targeting the envelope gene for detection of SARS-CoV-2Epitope-resolved profiling of the SARS-CoV-2 antibody response identifies cross-reactivity with endemic human coronavirusesSARS-CoV-2 mRNA Vaccines Foster Potent Antigen-Specific Germinal Center Responses Associated with Neutralizing Antibody GenerationInduction of Robust B Cell Responses after Influenza mRNA Vaccination Is Accompanied by Circulating Hemagglutinin-Specific ICOS+ PD-1+ CXCR3+ T Follicular Helper CellsAntibody responses to SARS-CoV-2 in patients with COVID-19Efficacy of the ChAdOx1 nCoV-19 Covid-19 Vaccine against the B.1.351 VariantCorrelates of protection against SARS-CoV-2 in rhesus macaquesNeutralization of SARS-CoV-2 lineage B.1.1.7 pseudovirus by BNT162b2 vaccine–elicited human seraDetection of SARS-CoV-2-Specific Humoral and Cellular Immunity in COVID-19 Convalescent IndividualsZika virus protection by a single low-dose nucleoside-modified mRNA vaccinationmRNA vaccines — a new era in vaccinologyNucleoside-modified mRNA vaccines induce potent T follicular helper and germinal center B cell responsesCharacterization of HIV-1 Nucleoside-Modified mRNA Vaccines in Rabbits and Rhesus MacaquesSafety and Efficacy of the BNT162b2 mRNA Covid-19 VaccineSARS-CoV-2 B.1.1.7 and B.1.351 Spike variants bind human ACE2 with increased affinityModified mRNA Vaccines Protect against Zika Virus InfectionDefining the features and duration of antibody responses to SARS-CoV-2 infection associated with disease severity and outcomeAntigen-Specific Adaptive Immunity to SARS-CoV-2 in Acute COVID-19 and Associations with Age and Disease SeveritymRNA-based therapeutics — developing a new class of drugsBNT162b2 induces SARS-CoV-2-neutralising antibodies and T cells in humansBNT162b vaccines protect rhesus macaques from SARS-CoV-2Safety and Immunogenicity of Two RNA-Based Covid-19 Vaccine CandidatesDNA vaccine protection against SARS-CoV-2 in rhesus macaquesRecognition of the SARS-CoV-2 receptor binding domain by neutralizing antibodiesAdvances in mRNA Vaccines for Infectious DiseasesEvidence of escape of SARS-CoV-2 variant B.1.351 from natural and vaccine-induced seraBNT162b2 vaccination induces high anti-SARS-CoV-2 IgG concentrations.Anti-SARS-CoV-2 N, NTD, RBD, and S IgM, IgG, and IgA antibody responses are shown for 257 plasma samples from 55 individuals who received BNT162b2 prime (day 0) and boost (day 21) vaccination doses.",0,1
27,"is Director of FARE and World Allergy Organization (WAO) Center of Excellence at Stanford; Advisor at Cour Pharmaceuticals; Cofounder of Before Brands, Alladapt, Latitude, and IgGenix; National Scientific Committee member for the Immune Tolerance Network (ITN) of NIAID; recipient of a Research Sponsorship from Nestle; Consultant and Advisory Board Member at Before Brands, Alladapt, IgGenix, NHLBI, and ProBio; and Data and Safety Monitoring Board member at NHLBI.ReferencesSeasonal human coronavirus antibodies are boosted upon SARS-CoV-2 infection but not associated with protectionEfficacy and Safety of the mRNA-1273 SARS-CoV-2 VaccineSARS-CoV-2 infection protects against rechallenge in rhesus macaquesDetection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCRBNT162b2 mRNA Covid-19 Vaccine in a Nationwide Mass Vaccination SettingEfficacy of ChAdOx1 nCoV-19 (AZD1222) vaccine against SARS-CoV-2 variant of concern 202012/01 (B.1.1.7): an exploratory analysis of a randomised controlled trialComprehensive mapping of mutations to the SARS-CoV-2 receptor-binding domain that affect recognition by polyclonal human serum antibodiesDo antibody positive healthcare workers have lower SARS-CoV-2 infection rates than antibody negative healthcare workers?Large multi-centre prospective cohort study (the SIREN study), England: June to November 2020Comparison of the Panther Fusion and a laboratory-developed test targeting the envelope gene for detection of SARS-CoV-2Epitope-resolved profiling of the SARS-CoV-2 antibody response identifies cross-reactivity with endemic human coronavirusesSARS-CoV-2 mRNA Vaccines Foster Potent Antigen-Specific Germinal Center Responses Associated with Neutralizing Antibody GenerationInduction of Robust B Cell Responses after Influenza mRNA Vaccination Is Accompanied by Circulating Hemagglutinin-Specific ICOS+ PD-1+ CXCR3+ T Follicular Helper CellsAntibody responses to SARS-CoV-2 in patients with COVID-19Efficacy of the ChAdOx1 nCoV-19 Covid-19 Vaccine against the B.1.351 VariantCorrelates of protection against SARS-CoV-2 in rhesus macaquesNeutralization of SARS-CoV-2 lineage B.1.1.7 pseudovirus by BNT162b2 vaccine–elicited human seraDetection of SARS-CoV-2-Specific Humoral and Cellular Immunity in COVID-19 Convalescent IndividualsZika virus protection by a single low-dose nucleoside-modified mRNA vaccinationmRNA vaccines — a new era in vaccinologyNucleoside-modified mRNA vaccines induce potent T follicular helper and germinal center B cell responsesCharacterization of HIV-1 Nucleoside-Modified mRNA Vaccines in Rabbits and Rhesus MacaquesSafety and Efficacy of the BNT162b2 mRNA Covid-19 VaccineSARS-CoV-2 B.1.1.7 and B.1.351 Spike variants bind human ACE2 with increased affinityModified mRNA Vaccines Protect against Zika Virus InfectionDefining the features and duration of antibody responses to SARS-CoV-2 infection associated with disease severity and outcomeAntigen-Specific Adaptive Immunity to SARS-CoV-2 in Acute COVID-19 and Associations with Age and Disease SeveritymRNA-based therapeutics — developing a new class of drugsBNT162b2 induces SARS-CoV-2-neutralising antibodies and T cells in humansBNT162b vaccines protect rhesus macaques from SARS-CoV-2Safety and Immunogenicity of Two RNA-Based Covid-19 Vaccine CandidatesDNA vaccine protection against SARS-CoV-2 in rhesus macaquesRecognition of the SARS-CoV-2 receptor binding domain by neutralizing antibodiesAdvances in mRNA Vaccines for Infectious DiseasesEvidence of escape of SARS-CoV-2 variant B.1.351 from natural and vaccine-induced seraBNT162b2 vaccination induces high anti-SARS-CoV-2 IgG concentrations.Anti-SARS-CoV-2 N, NTD, RBD, and S IgM, IgG, and IgA antibody responses are shown for 257 plasma samples from 55 individuals who received BNT162b2 prime (day 0) and boost (day 21) vaccination doses.(A) Heatmap showing the development of antibody responses in longitudinal samples collected at day 0, 7, 21, 28, and 42 post-prime vaccination (x-axis).Log10 MSD arbitrary unit (AU)/mL concentrations are displayed for study participants sorted by age (y-axis, color-coded).Rows are labeled on the right with “CoV-2+” for participants with a previous SARS-CoV-2 RT-qPCR positive test result and with a “Low” for participants with low antibody concentrations at day 28 and day 42 post-prime.(B) Box-whisker plots of the MSD AU/mL anti-SARS-CoV-2 IgG concentrations show the interquartile range as the box and the minimum and maximum values as the ends of the whiskers.Comparisons between two groups (CoV-2+ and CoV-2) were by the two-sided Wilcoxon rank sum test; comparison between age groups (< 40; 40 to 60; > 60 years) was tested using pairwise Wilcoxon rank sum test with Bonferroni correction.* = P < 0.05, ** = P < 0.01, *** = P < 0.001.BNT162b2 vaccination and SARS-CoV-2 infection elicit distinct Ig isotype profiles.Anti-SARS-CoV-2 N, NTD, RBD, and S IgM, IgG, and IgA antibody responses are shown for individuals who received BNT162b2 prime (day 0) and boost (day 21) vaccination doses and for COVID-19 patients.(A) Heatmap showing the development of antibody responses in longitudinal samples from vaccinees/patients collected at / during day 0, day 7 / week 1, day 21 / weeks 2&3, day 28 / week 4, day 42 / weeks 5&6, and week 7 and later after vaccination / COVID-19 symptom onset (x-axis).Individuals were classified as outpatients (Outpt) and hospital admitted patients (Admit); intensive care unit (ICU) patients, those who died from their illness (Death) and vaccinees who did (CoV-2+) or did not have a positive SARS-CoV-2 test in the past.The color scale encodes the median values of log10 MSD arbitrary unit (AU)/mL concentrations.(B) Box-whisker plots of the MSD AU/mL anti-SARS-CoV-2 Ig concentrations show the interquartile range as the box and the minimum and maximum values as the ends of the whiskers.",0,1
28,"The color scale encodes the median values of log10 MSD arbitrary unit (AU)/mL concentrations.(B) Box-whisker plots of the MSD AU/mL anti-SARS-CoV-2 Ig concentrations show the interquartile range as the box and the minimum and maximum values as the ends of the whiskers.Statistical test for significance between groups (Outpatient/Admit; ICU/Death; Vaccinees) was performed using pairwise Wilcoxon rank sum test with Bonferroni correction.* = P < 0.05, ** = P < 0.01, *** = P < 0.001.BNT162b2 vaccination produces less broad serological responses to endemic HCoVs than SARS-CoV-2 infection.Anti-SARS-CoV S, and anti-HCoV-OC43, -HKU1, -NL63 and -229E S IgM, IgG, and IgA antibody responses are shown for individuals who received BNT162b2 prime (day 0) and boost (day 21) vaccination doses and for COVID-19 patients.(A) Heatmap showing the development of antibody responses in longitudinal samples from vaccinees/patients collected at / during day 0, day 7 / week 1, day 21 / weeks 2&3, day 28 / week 4, day 42 / weeks 5&6, and week 7 and later after vaccination / COVID-19 symptom onset (x-axis).Individuals were classified as outpatients (Outpt) and hospital admitted patients (Admit); intensive care unit (ICU) patients, those who died from their illness (Death) and vaccinees who did (CoV-2+) or did not have a positive SARS-CoV-2 test in the past.The color scale encodes the median values of log10 MSD arbitrary unit (AU)/mL concentrations.(B) Box-whisker plots of the MSD AU/mL anti-SARS-CoV-2 Ig concentrations show the interquartile range as the box and the minimum and maximum values as the ends of the whiskers.Statistical test: pairwise Wilcoxon rank sum test with Bonferroni correction.* = P < 0.05, ** = P < 0.01, *** = P < 0.001.Circulating SARS-CoV-2 variants show consistent degrees of escape from polyclonal antibody responses of vaccinees and infected patients.Anti-SARS-CoV-2 RBD and S antibody responses are shown for Wuhan-Hu-1 and viral variants of concern (B.1.1.7, UK; P.1, Brazil; B.1.351, South Africa).Box-whisker plots of the MSD AU/mL anti-SARS-CoV-2 IgG binding concentrations and S-ACE2 blocking percentages show the interquartile range as the box and the minimum and maximum values as the ends of the whiskers.",0,1
29,"* = P < 0.05, ** = P < 0.01, *** = P < 0.001.Circulating SARS-CoV-2 variants show consistent degrees of escape from polyclonal antibody responses of vaccinees and infected patients.Anti-SARS-CoV-2 RBD and S antibody responses are shown for Wuhan-Hu-1 and viral variants of concern (B.1.1.7, UK; P.1, Brazil; B.1.351, South Africa).Box-whisker plots of the MSD AU/mL anti-SARS-CoV-2 IgG binding concentrations and S-ACE2 blocking percentages show the interquartile range as the box and the minimum and maximum values as the ends of the whiskers.(A) Plasma samples from BNT162b2 vaccinees.(B) Comparison of antibody concentrations of BNT162b2 vaccinees on day 28 for different variants of concern.Data points for individual study participants are connected with a line.(C) Plasma samples from COVID-19 patients.Significance between groups (Wuhan-Hu-1, B.1.1.7, P.1, and B.1.351) was tested with pairwise Wilcoxon rank sum test with Bonferroni correction.* = P < 0.05, ** = P < 0.01, *** = P < 0.001.Demographic characteristics of vaccine study participants.Characteristics	BNT162b2 vaccinees(n = 55)	 	Demographic information available, n (%)	52 (95)	 	Age, median (IQR)	36 (31.5 – 50)	 	Sex, n (%)	Female	27 (49)	 	Male	25 (45)	 	Race*, n (%)	Asian	22 (40)	 	Black	3 (5)	 	White	24 (44)	 	Previous SARS-CoV-2+ test result, n (%)	4 (7)	 	two individuals reported to be American and one individual reported to be Indian and were thus not assigned to either of the groups.",0,1
30,"A lipidomic view of SARS-CoV-2AbstractThe global pandemic of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which started in late 2019, has caused huge social and economic losses.A growing number of investigators are focusing on understanding the interaction of SARS-CoV-2 with host cellular processes to find therapeutic approaches.New data suggest that lipid metabolism may play a significant role in regulating the response of immune cells like macrophages to viral infection, thereby affecting the outcome of the disease.Therefore, understanding the role of lipid metabolism could help develop new therapeutic approaches to mitigate the social and economic cost of coronavirus disease 2019 (COVID-19).Viral infections are a growing threat to human health and the economy, highlighting the need to understand their interaction with the host.The emergence of COVID-19 has accelerated this need.A growing number of investigators are working to understand how the causative agent of this disease n,amely severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) i,nteracts with the human during infection.After the virus enters the respiratory tract, the first barrier for viral entry to the host cells (epithelial cells) is the mucus, which consists of heavily glycosylated mucins and healthy bacteria.In silico studies predict that proteins or natural products (NPs) produced by these bacteria can bind to the spike glycoprotein of SARS-CoV-2, interfering with viral entry to the host cells.This interference is because the virus uses its spike glycoprotein to invade and infect host cells.Specifically, the proteolytic activity of the transmembrane protease, serine 2 (TMPRSS2) induces conformational changes in the closed state of the spike glycoprotein leading to the formation of an open state, in which the receptor-binding domain (RBD) of the spike glycoprotein is exposed.Subsequently, the RBD binds to the host-cell surface receptor angiotensin-converting enzyme 2 (ACE2) for viral entry to the cells and infection.ACE2 receptor is present in several organs, including the heart, lungs, kidneys, and the gastrointestinal tract.After entry to the cell, the virus hijacks host cellular machinery to reproduce, and at the same time, the host immune system is activated to limit replication of the virus.Lipids play a central role in the life cycle of SARS-CoV-2, which is an envelope virus surrounded by a lipid bilayer, and in the immune response.",0,0
31,"After entry to the cell, the virus hijacks host cellular machinery to reproduce, and at the same time, the host immune system is activated to limit replication of the virus.Lipids play a central role in the life cycle of SARS-CoV-2, which is an envelope virus surrounded by a lipid bilayer, and in the immune response.In the host cells, lipid droplets (LDs) are involved in different steps of the viral replication process, for example, by acting as a platform for the replication of viral genomic material.The LDs formation is induced in innate immune cells (such as macrophages) to support the host immune response.The formation of LDs requires triglycerides (TGs) and phosphatidylcholine (PC).In authentic macrophages, the endogenous biosynthesis of these metabolites can be stimulated through inhibition of the glycolytic enzyme glyceraldehyde 3-phosphate dehydrogenase (GAPDH) by the antiviral enzyme RSAD2 (also known as viperin).Additionally, free cholesterol (FC) and phospholipids (PLs) efflux of macrophages in response to the blood levels of high-density lipoprotein (HDL) and lipid-free apolipoprotein A1 (ApoA1) in the blood contributes to systemic lipid homeostasis.However, how the regulation of cellular lipid metabolism is translated into the changes observed in systemic lipid homeostasis (blood levels of different types of lipids, HDL, very low-density lipoprotein (VLDL), and ApoA1) during viral infection is not yet understood (Figure 1).The link between cellular lipid metabolism and systemic lipid homeostasis is not clearSARS-CoV-2 infects host cells and hijacks lipid metabolism for replication.In the innate immune cells like macrophages synthesis of TGs are induced and these cells secrete TGs, cholesterol, and PLs in response to the blood levels of HDL and ApoA1.How these changes at the cellular level are translated to the systemic lipid metabolism and blood levels of TGs, FC, PLs, HDL, VLDL, and ApoA1 during SARS-CoV-2 infection is not clear.While SARS-CoV-2 does not cause severe disease in many individuals, in those above 65 years, the excess death overwhelming increases to ~94%.Besides aging, other risk factors (Figure 2) that could determine the severity of the infection by SARS-CoV-2 include metabolic disorders such as obesity and diabetes, and imbalances in the population of commensal microbiota, which are at the interface of host metabolism and immune response.Therefore, a better understanding of how and why COVID-19 has such a massive impact among aged populations and those with other risk factors will help develop new therapeutic approaches and improve current treatments.Aging and other risk factors of COVID-19 are associated with metabolic changes affecting the function of the immune system.A common metabolic feature of the conditions related to these risk factors is dysfunction in lipid metabolism (Figure 2).",0,0
